Round,InstituteType,Category,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"B.Tech (Chemical Engineering) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,12669,12721
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,13276,13362
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,13161,13551
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,4297,4297
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,6111,7718
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,7880,7934
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,7473,10431
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"B.Tech (Mathematics and Computing) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,4990,5020
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,6121,9062
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,14337,14382
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,6305,6832
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Science and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,10678,10729
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10452,11917
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4373,13350
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,11475,13158
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1954,3215
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"Economics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,7598,11532
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5714,6557
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4716,5673
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10055,11479
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3708,4272
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7210,10032
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,11600,14045
1,Indian Institute of Technology,Open,Indian Institute  of Technology Roorkee,"Architecture  (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,12842,16596
1,Indian Institute of Technology,Open,Indian Institute  of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,752,7251
1,Indian Institute of Technology,Open,Indian Institute  of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3428,4572
1,Indian Institute of Technology,Open,Indian Institute  of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Gender-Neutral,9374,10301
1,Indian Institute of Technology,Open,Indian Institute  of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5247,6361
1,Indian Institute of Technology,Open,Indian Institute  of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,271,535
1,Indian Institute of Technology,Open,Indian Institute  of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,562,710
1,Indian Institute of Technology,Open,Indian Institute  of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Gender-Neutral,3876,5249
1,Indian Institute of Technology,Open,Indian Institute  of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1254,2006
1,Indian Institute of Technology,Open,Indian Institute  of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1048,1394
1,Indian Institute of Technology,Open,Indian Institute  of Technology Roorkee,"Energy Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2663,4465
1,Indian Institute of Technology,Open,Indian Institute  of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2523,4112
1,Indian Institute of Technology,Open,Indian Institute  of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,OPEN,Gender-Neutral,8614,9471
1,Indian Institute of Technology,Open,Indian Institute  of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,OPEN,Gender-Neutral,6428,8528
1,Indian Institute of Technology,Open,Indian Institute  of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Gender-Neutral,1078,1466
1,Indian Institute of Technology,Open,Indian Institute  of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2155,3702
1,Indian Institute of Technology,Open,Indian Institute  of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6012,6828
1,Indian Institute of Technology,Open,Indian Institute  of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Gender-Neutral,4489,8076
1,Indian Institute of Technology,Open,Indian Institute  of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4510,5181
1,Indian Institute of Technology,Open,Indian Institute  of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",AI,OPEN,Gender-Neutral,13511,14937
1,Indian Institute of Technology,Open,Indian Institute  of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,OPEN,Gender-Neutral,10750,14718
1,Indian Institute of Technology,Open,Indian Institute  of Technology (ISM) Dhanbad,"B.Tech Mining Engineering and MBA in Logistic and Supply Chain Management (IIM Mumbai) (5 Years, Integrated B. Tech. and MBA)",AI,OPEN,Gender-Neutral,8648,14510
1,Indian Institute of Technology,Open,Indian Institute  of Technology (ISM) Dhanbad,"Chemical  Science (5 Years, Integrated Bachelor of Science-Master of Science)",AI,OPEN,Gender-Neutral,13804,15969
1,Indian Institute of Technology,Open,Indian Institute  of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8263,10549
1,Indian Institute of Technology,Open,Indian Institute  of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10481,12350
1,Indian Institute of Technology,Open,Indian Institute  of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2143,3348
1,Indian Institute of Technology,Open,Indian Institute  of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5815,6854
1,Indian Institute of Technology,Open,Indian Institute  of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2795,5556
1,Indian Institute of Technology,Open,Indian Institute  of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7714,9826
1,Indian Institute of Technology,Open,Indian Institute  of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,11602,14229
1,Indian Institute of Technology,Open,Indian Institute  of Technology (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2853,4010
1,Indian Institute of Technology,Open,Indian Institute  of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7261,9340
1,Indian Institute of Technology,Open,Indian Institute  of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10891,12734
1,Indian Institute of Technology,Open,Indian Institute  of Technology (ISM) Dhanbad,"Mining Engineering  (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6353,13755
1,Indian Institute of Technology,Open,Indian Institute  of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9786,14255
1,Indian Institute of Technology,Open,Indian Institute  of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9151,11668
1,Indian Institute of Technology,Open,Indian Institute  of Technology (ISM) Dhanbad,"Physical Science (5 Years, Integrated Bachelor of Science-Master of Science)",AI,OPEN,Gender-Neutral,10247,15665
1,Indian Institute of Technology,Open,Indian Institute  of Technology Ropar,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2376,3191
1,Indian Institute of Technology,Open,Indian Institute  of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7616,9373
1,Indian Institute of Technology,Open,Indian Institute  of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9142,10645
1,Indian Institute of Technology,Open,Indian Institute  of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1477,2357
1,Indian Institute of Technology,Open,Indian Institute  of Technology Ropar,"Digital Agriculture (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9339,13105
1,Indian Institute of Technology,Open,Indian Institute  of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3940,5705
1,Indian Institute of Technology,Open,Indian Institute  of Technology Ropar,"Electrical Engineering (Integrated Circuit Design and Technology) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4633,5187
1,Indian Institute of Technology,Open,Indian Institute  of Technology Ropar,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7827,8446
1,Indian Institute of Technology,Open,Indian Institute  of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2122,3814
1,Indian Institute of Technology,Open,Indian Institute  of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6904,8009
1,Indian Institute of Technology,Open,Indian Institute  of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10655,11460
1,Indian Institute of Technology,Open,Indian Institute  of Technology (BHU) Varanasi,"Architecture  (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,18075,19019
1,Indian Institute of Technology,Open,Indian Institute  of Technology (BHU) Varanasi,"Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8880,11652
1,Indian Institute of Technology,Open,Indian Institute  of Technology (BHU) Varanasi,"Bioengineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9767,10868
1,Indian Institute of Technology,Open,Indian Institute  of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10357,12017
1,Indian Institute of Technology,Open,Indian Institute  of Technology (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4579,7435
1,Indian Institute of Technology,Open,Indian Institute  of Technology (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7201,9145
1,Indian Institute of Technology,Open,Indian Institute  of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,704,1350
1,Indian Institute of Technology,Open,Indian Institute  of Technology (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2343,3493
1,Indian Institute of Technology,Open,Indian Institute  of Technology (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1956,2500
1,Indian Institute of Technology,Open,Indian Institute  of Technology (BHU) Varanasi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5457,7447
1,Indian Institute of Technology,Open,Indian Institute  of Technology (BHU) Varanasi,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9166,10269
1,Indian Institute of Technology,Open,Indian Institute  of Technology (BHU) Varanasi,"Materials Science and Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7517,9911
1,Indian Institute of Technology,Open,Indian Institute  of Technology (BHU) Varanasi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1461,1838
1,Indian Institute of Technology,Open,Indian Institute  of Technology (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4397,6525
1,Indian Institute of Technology,Open,Indian Institute  of Technology (BHU) Varanasi,"Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8214,10304
